Vecindario,Vecindario Latitude,Vecindario Longitude,Lugar,Lugar Latitude,Lugar Longitude,Categoria Lugar
Fruitvale Station (neighborhood),37.7748,-122.224,K&G,37.7749,-122.23,Men's Store
Fruitvale Station (neighborhood),37.7748,-122.224,FedEx Office Print & Ship Center,37.7739,-122.229,Shipping Store
Fruitvale Station (neighborhood),37.7748,-122.224,Shell,37.7752,-122.22,Gas Station
Fruitvale Station (neighborhood),37.7748,-122.224,Popeyes Louisiana Kitchen,37.7739,-122.228,Fried Chicken Joint
Fruitvale Station (neighborhood),37.7748,-122.224,Abbraccio,37.774,-122.222,Café
Fruitvale Station (neighborhood),37.7748,-122.224,King's Boxing Gym,37.7728,-122.225,Gym
Fruitvale Station (neighborhood),37.7748,-122.224,Wendy’s,37.7775,-122.226,Fast Food Restaurant
Fruitvale Station (neighborhood),37.7748,-122.224,Fruitvale Station Shopping Center,37.7746,-122.229,Shopping Mall
Fruitvale Station (neighborhood),37.7748,-122.224,East Bay Koi,37.772,-122.226,Pet Store
Fruitvale Station (neighborhood),37.7748,-122.224,Ciudad De Mexico,37.775,-122.22,Bookstore
Gaskill,37.8378,-122.28,Temescal Creek Park,37.8369,-122.278,Park
Gaskill,37.8378,-122.28,Athletic Playground,37.8363,-122.281,Playground
Gaskill,37.8378,-122.28,WOLF HOUND BAR,37.8386,-122.282,Bar
Gaskill,37.8378,-122.28,Touch Of Soul,37.8343,-122.281,Southern / Soul Food Restaurant
Gaskill,37.8378,-122.28,Cassave Mexican & Salvadorean Cuisine,37.8379,-122.282,Mexican Restaurant
Gaskill,37.8378,-122.28,Papa John's Pizza,37.838,-122.282,Pizza Place
Gaskill,37.8378,-122.28,KFC,37.8344,-122.281,Fried Chicken Joint
Gaskill,37.8378,-122.28,Black & White Liquors,37.8352,-122.279,Liquor Store
Gaskill,37.8378,-122.28,Orenchi,37.8385,-122.276,Japanese Restaurant
Gaskill,37.8378,-122.28,Pizza Amigos,37.837,-122.276,Pizza Place
Gaskill,37.8378,-122.28,Formosa Chocolates,37.8353,-122.276,Chocolate Shop
Glen Echo,37.8202,-122.259,Sprouts Farmers Market,37.8193,-122.262,Farmers Market
Glen Echo,37.8202,-122.259,Museum of Art and Digital Entertainment,37.8219,-122.26,Arcade
Glen Echo,37.8202,-122.259,Judoku Sushi,37.821,-122.261,Sushi Restaurant
Glen Echo,37.8202,-122.259,CHICA Oakland,37.8166,-122.257,Mexican Restaurant
Glen Echo,37.8202,-122.259,Mosswood Park & Recreation Center,37.8236,-122.261,Park
Glen Echo,37.8202,-122.259,Doña,37.8234,-122.256,Mexican Restaurant
Glen Echo,37.8202,-122.259,Enterprise Rent-A-Car,37.8193,-122.261,Rental Car Location
Glen Echo,37.8202,-122.259,Cat Town Cafe,37.8174,-122.263,Pet Café
Glen Echo,37.8202,-122.259,The Lodge,37.8233,-122.256,Bar
Glen Echo,37.8202,-122.259,CVS pharmacy,37.8182,-122.262,Pharmacy
Glen Echo,37.8202,-122.259,Chipotle Mexican Grill,37.8192,-122.263,Mexican Restaurant
Glen Echo,37.8202,-122.259,Broadway Liquors,37.8174,-122.263,Liquor Store
Glen Echo,37.8202,-122.259,Starbucks,37.819,-122.262,Coffee Shop
Glen Echo,37.8202,-122.259,Mägo,37.8233,-122.256,Bistro
Glen Echo,37.8202,-122.259,Grocery Outlet Bargain Market,37.8176,-122.262,Grocery Store
Glen Echo,37.8202,-122.259,China Garlic,37.8233,-122.256,Chinese Restaurant
Glen Echo,37.8202,-122.259,Doc's Classic,37.8174,-122.259,Food Truck
Glen Echo,37.8202,-122.259,Firestone Complete Auto Care,37.817,-122.263,Automotive Shop
Glen Echo,37.8202,-122.259,Pomella,37.8235,-122.256,Israeli Restaurant
Glen Echo,37.8202,-122.259,Shell,37.8236,-122.257,Gas Station
Glen Echo,37.8202,-122.259,Wells Fargo ATM,37.8175,-122.261,ATM
Glen Echo,37.8202,-122.259,Quik Stop,37.8201,-122.254,Gas Station
Glen Highlands,37.8112,-122.223,Bellanico,37.8076,-122.222,Italian Restaurant
Glen Highlands,37.8112,-122.223,Sushi Park,37.8074,-122.223,Japanese Restaurant
Glen Highlands,37.8112,-122.223,Marzano on Park,37.8073,-122.222,Italian Restaurant
Glen Highlands,37.8112,-122.223,Park Burger,37.8073,-122.222,Burger Joint
Glen Highlands,37.8112,-122.223,Savemore Market,37.8074,-122.222,Deli / Bodega
Glen Highlands,37.8112,-122.223,Blackberry Bistro,37.8076,-122.222,Breakfast Spot
Glen Highlands,37.8112,-122.223,Ultimate Grounds,37.8074,-122.222,Café
Glen Highlands,37.8112,-122.223,Paulista Brazilian Kitchen and Taproom,37.8077,-122.222,Brazilian Restaurant
Glen Highlands,37.8112,-122.223,Diggery Inn,37.8073,-122.222,Breakfast Spot
Glen Highlands,37.8112,-122.223,Top 'o the Oak,37.8137,-122.226,Restaurant
Glen Highlands,37.8112,-122.223,Pastino's Pasta & Pizza,37.8075,-122.223,Pizza Place
Glen Highlands,37.8112,-122.223,Glenview Key And Lock,37.8073,-122.223,Locksmith
Glen Highlands,37.8112,-122.223,Trestle Glenview Trail,37.8152,-122.222,Trail
Glenview,37.8072,-122.221,Bellanico,37.8076,-122.222,Italian Restaurant
Glenview,37.8072,-122.221,Sushi Park,37.8074,-122.223,Japanese Restaurant
Glenview,37.8072,-122.221,Marzano on Park,37.8073,-122.222,Italian Restaurant
Glenview,37.8072,-122.221,Park Burger,37.8073,-122.222,Burger Joint
Glenview,37.8072,-122.221,Sausal Creek Trail,37.8076,-122.216,Trail
Glenview,37.8072,-122.221,Savemore Market,37.8074,-122.222,Deli / Bodega
Glenview,37.8072,-122.221,Blackberry Bistro,37.8076,-122.222,Breakfast Spot
Glenview,37.8072,-122.221,Ultimate Grounds,37.8074,-122.222,Café
Glenview,37.8072,-122.221,Paulista Brazilian Kitchen and Taproom,37.8077,-122.222,Brazilian Restaurant
Glenview,37.8072,-122.221,Diggery Inn,37.8073,-122.222,Breakfast Spot
Glenview,37.8072,-122.221,Pastino's Pasta & Pizza,37.8075,-122.223,Pizza Place
Glenview,37.8072,-122.221,Glenview Key And Lock,37.8073,-122.223,Locksmith
Glenview,37.8072,-122.221,Glenview At Park Blvd,37.8093,-122.217,Plaza
Golden Gate,37.8418,-122.283,Pepples Donut Farm,37.8437,-122.284,Donut Shop
Golden Gate,37.8418,-122.283,WOLF HOUND BAR,37.8386,-122.282,Bar
Golden Gate,37.8418,-122.283,Namaste Pizza,37.843,-122.284,Pizza Place
Golden Gate,37.8418,-122.283,Townhouse Bar & Grill,37.8409,-122.288,American Restaurant
Golden Gate,37.8418,-122.283,Cassave Mexican & Salvadorean Cuisine,37.8379,-122.282,Mexican Restaurant
Golden Gate,37.8418,-122.283,Papa John's Pizza,37.838,-122.282,Pizza Place
Golden Gate,37.8418,-122.283,Gateway Liquor,37.8429,-122.283,Liquor Store
Golden Gate,37.8418,-122.283,San Pablo Flea Market,37.8443,-122.284,Flea Market
Golden Gate,37.8418,-122.283,Robert Mason Fields,37.845,-122.284,Baseball Field
Golden Gate,37.8418,-122.283,Universe Painting,37.8451,-122.281,Home Service
Golden Gate,37.8418,-122.283,Golden Gate Playground,37.8452,-122.28,Playground
Golden Gate,37.8418,-122.283,National Holistic Institute,37.8422,-122.288,Massage Studio
Grand Lake,37.8116,-122.246,Grand Lake Farmers Market,37.8104,-122.248,Farmers Market
Grand Lake,37.8116,-122.246,Arizmendi Bakery,37.8107,-122.245,Bakery
Grand Lake,37.8116,-122.246,Grand Lake Theater,37.8114,-122.248,Movie Theater
Grand Lake,37.8116,-122.246,Rico Rico,37.8102,-122.246,Mexican Restaurant
Grand Lake,37.8116,-122.246,Almond & Oak,37.813,-122.247,American Restaurant
Grand Lake,37.8116,-122.246,Cat House!,37.8107,-122.245,Lounge
Grand Lake,37.8116,-122.246,Walden Pond Books,37.813,-122.247,Bookstore
Grand Lake,37.8116,-122.246,Ordinaire,37.8136,-122.247,Wine Bar
Grand Lake,37.8116,-122.246,Sister,37.8128,-122.247,Pizza Place
Grand Lake,37.8116,-122.246,Modigliani Cafe,37.8117,-122.248,Café
Grand Lake,37.8116,-122.246,Holy Land Restaurant,37.8105,-122.246,Falafel Restaurant
Grand Lake,37.8116,-122.246,Heart & Dagger Saloon,37.8105,-122.247,Dive Bar
Grand Lake,37.8116,-122.246,The Libertine,37.8132,-122.247,Dive Bar
Grand Lake,37.8116,-122.246,The Star,37.8143,-122.247,Pizza Place
Grand Lake,37.8116,-122.246,Urban Indigo,37.811,-122.244,Gift Shop
Grand Lake,37.8116,-122.246,Cafe Romanat,37.812,-122.248,Ethiopian Restaurant
Grand Lake,37.8116,-122.246,Shakewell,37.8112,-122.243,Mediterranean Restaurant
Grand Lake,37.8116,-122.246,Vegan Mob,37.8104,-122.247,Vegetarian / Vegan Restaurant
Grand Lake,37.8116,-122.246,Lakeside Park,37.8088,-122.249,Park
Grand Lake,37.8116,-122.246,Colonial Donuts,37.8108,-122.244,Donut Shop
Grand Lake,37.8116,-122.246,Trader Joe's,37.8098,-122.244,Grocery Store
Grand Lake,37.8116,-122.246,Oak Common,37.8122,-122.248,Clothing Store
Grand Lake,37.8116,-122.246,La Parisienne,37.8125,-122.247,Bakery
Grand Lake,37.8116,-122.246,The Bar Method,37.8106,-122.244,Gym / Fitness Center
Grand Lake,37.8116,-122.246,CorePower Yoga,37.8127,-122.247,Yoga Studio
Grand Lake,37.8116,-122.246,Good Vibrations Lakeshore,37.8103,-122.246,Adult Boutique
Grand Lake,37.8116,-122.246,Grand Lake Kitchen,37.8093,-122.25,Breakfast Spot
Grand Lake,37.8116,-122.246,Bardo,37.8111,-122.243,Lounge
Grand Lake,37.8116,-122.246,Hipline Studio,37.8102,-122.244,Gym / Fitness Center
Grand Lake,37.8116,-122.246,Unleashed by Petco,37.8106,-122.244,Pet Store
Grand Lake,37.8116,-122.246,The Foot Spa and Tea Bar,37.8092,-122.25,Spa
Grand Lake,37.8116,-122.246,Lin Jia,37.8116,-122.242,Asian Restaurant
Grand Lake,37.8116,-122.246,Caña,37.8103,-122.247,Caribbean Restaurant
Grand Lake,37.8116,-122.246,Namaste Yoga + Wellness,37.8105,-122.245,Yoga Studio
Grand Lake,37.8116,-122.246,Bicycle Coffee Co.,37.811,-122.248,Coffee Shop
Grand Lake,37.8116,-122.246,Oaktown Spice Shop,37.8089,-122.251,Herbs & Spices Store
Grand Lake,37.8116,-122.246,All About Nails,37.8152,-122.246,Nail Salon
Grand Lake,37.8116,-122.246,Merritt Station Coffee & Juice Co,37.8096,-122.249,Café
Grand Lake,37.8116,-122.246,Sidebar,37.809,-122.251,New American Restaurant
Grand Lake,37.8116,-122.246,Flipside,37.8112,-122.243,Burger Joint
Grand Lake,37.8116,-122.246,The Alley,37.8131,-122.247,Dive Bar
Grand Lake,37.8116,-122.246,FITNESS SF Oakland,37.8095,-122.249,Gym
Grand Lake,37.8116,-122.246,Grand Tavern,37.8151,-122.246,Gastropub
Grand Lake,37.8116,-122.246,Main Squeeze,37.8115,-122.242,Juice Bar
Grand Lake,37.8116,-122.246,Oakland-East Bay Gay Men's Chorus,37.812,-122.242,Music Venue
Grand Lake,37.8116,-122.246,Mandana Plaza,37.8126,-122.241,Park
Grass Valley,37.7522,-122.121,Goldenrod Trail,37.7542,-122.118,Trail
Grass Valley,37.7522,-122.121,Clyde Woolridge Staging Area,37.7539,-122.118,Park
Grass Valley,37.7522,-122.121,Splurge Catering and Special Events,37.7484,-122.119,Event Service
Grass Valley,37.7522,-122.121,Jackson Grade,37.7559,-122.117,Bike Trail
Haddon Hill,37.8049,-122.249,Haddon Hill Cafe,37.805,-122.249,Café
Haddon Hill,37.8049,-122.249,Cleveland Cascade,37.8064,-122.25,Historic Site
Haddon Hill,37.8049,-122.249,Lakeside Park,37.8088,-122.249,Park
Haddon Hill,37.8049,-122.249,Leaning Tower of Pizza,37.8046,-122.249,Pizza Place
Haddon Hill,37.8049,-122.249,Oaktown Spice Shop,37.8089,-122.251,Herbs & Spices Store
Haddon Hill,37.8049,-122.249,Grand Lake Kitchen,37.8093,-122.25,Breakfast Spot
Haddon Hill,37.8049,-122.249,Sidebar,37.809,-122.251,New American Restaurant
Haddon Hill,37.8049,-122.249,The Foot Spa and Tea Bar,37.8092,-122.25,Spa
Haddon Hill,37.8049,-122.249,The Sacred Well,37.8088,-122.251,Bookstore
Haddon Hill,37.8049,-122.249,Coach Sushi,37.8087,-122.251,Sushi Restaurant
Haddon Hill,37.8049,-122.249,Quik Stop,37.8051,-122.25,Convenience Store
Haddon Hill,37.8049,-122.249,Bowl’d Acai,37.8049,-122.248,Food Truck
Haddon Hill,37.8049,-122.249,Julia and Terry's Gastropub,37.804,-122.251,Gastropub
Haddon Hill,37.8049,-122.249,Cafe Lakeview,37.8082,-122.249,Coffee Shop
Haddon Hill,37.8049,-122.249,Park Boulevard Plaza,37.8012,-122.247,Park
Haddon Hill,37.8049,-122.249,The Raven's Wing,37.8089,-122.251,Herbs & Spices Store
Harrington,37.7818,-122.214,Tin Sing,37.7839,-122.217,Asian Restaurant
Harrington,37.7818,-122.214,La Casita,37.7798,-122.218,Mexican Restaurant
Harrington,37.7818,-122.214,Queen of Sheba Market,37.7858,-122.214,Market
Harrington,37.7818,-122.214,Seafood Mariscos estlo Sinaloa,37.7782,-122.216,Mexican Restaurant
Harrison St.-Oakland Ave.,37.8215,-122.251,Morcom Rose Garden,37.8204,-122.247,Garden
Harrison St.-Oakland Ave.,37.8215,-122.251,Snow White Coffee Bar,37.8241,-122.255,Coffee Shop
Harrison St.-Oakland Ave.,37.8215,-122.251,Ladyfingers Desserts,37.819,-122.253,Dessert Shop
Harrison St.-Oakland Ave.,37.8215,-122.251,Beach School Playground,37.8232,-122.246,Playground
Harrison St.-Oakland Ave.,37.8215,-122.251,Linda Dog Park,37.8224,-122.246,Dog Run
Harrison St.-Oakland Ave.,37.8215,-122.251,Piedmont Yoga Studio,37.8251,-122.254,Yoga Studio
Harrison St.-Oakland Ave.,37.8215,-122.251,Vegan & Tikka Masala,37.824,-122.255,Indian Restaurant
Harrison St.-Oakland Ave.,37.8215,-122.251,Pet Food Express,37.8246,-122.255,Pet Store
Harrison St.-Oakland Ave.,37.8215,-122.251,Itaba Kitchen & Sushi Bar,37.8251,-122.254,Sushi Restaurant
Harrison St.-Oakland Ave.,37.8215,-122.251,A Revelation In Fit,37.8252,-122.254,Lingerie Store
Harrison St.-Oakland Ave.,37.8215,-122.251,AC Transit #11 bus stop,37.8204,-122.254,Bus Stop
Harrison St.-Oakland Ave.,37.8215,-122.251,Quik Stop,37.8201,-122.254,Gas Station
Harrison St.-Oakland Ave.,37.8215,-122.251,57 bus stop,37.8184,-122.251,Bus Stop
Harrison St.-Oakland Ave.,37.8215,-122.251,Budget Inn Oakland,37.8209,-122.255,Motel
Harrison St.-Oakland Ave.,37.8215,-122.251,Veritas Food Truck,37.8189,-122.254,Food Truck
Harrison St.-Oakland Ave.,37.8215,-122.251,Linda Kingston Triangle,37.8251,-122.248,Park
Havenscourt,37.7703,-122.182,Old Weang Ping,37.7747,-122.181,Thai Restaurant
Havenscourt,37.7703,-122.182,Soul's Restaurant,37.7706,-122.185,Southern / Soul Food Restaurant
Havenscourt,37.7703,-122.182,Subway,37.7682,-122.179,Sandwich Place
Havenscourt,37.7703,-122.182,Taco Bell,37.7681,-122.179,Fast Food Restaurant
Havenscourt,37.7703,-122.182,Chicos liquor,37.7697,-122.182,Liquor Store
Havenscourt,37.7703,-122.182,Egg Roll Kitchen,37.7698,-122.182,Chinese Restaurant
Havenscourt,37.7703,-122.182,Nail Specialist,37.7698,-122.181,Nail Salon
Havenscourt,37.7703,-122.182,Tasty Szechuan,37.77,-122.182,Chinese Restaurant
Havenscourt,37.7703,-122.182,Lena's Soul Food Restaurant,37.7705,-122.185,Restaurant
Havenscourt,37.7703,-122.182,The Concordia Park,37.7728,-122.184,Park
Havenscourt,37.7703,-122.182,Burger King,37.7674,-122.178,Fast Food Restaurant
Havenscourt,37.7703,-122.182,Eastmont Town Center,37.7686,-122.177,Shopping Mall
Havenscourt,37.7703,-122.182,Eastmont Branch Library,37.7685,-122.177,Library
Hawthorne,37.8207,-122.261,Sprouts Farmers Market,37.8193,-122.262,Farmers Market
Hawthorne,37.8207,-122.261,Museum of Art and Digital Entertainment,37.8219,-122.26,Arcade
Hawthorne,37.8207,-122.261,Judoku Sushi,37.821,-122.261,Sushi Restaurant
Hawthorne,37.8207,-122.261,Mosswood Park & Recreation Center,37.8236,-122.261,Park
Hawthorne,37.8207,-122.261,Cat Town Cafe,37.8174,-122.263,Pet Café
Hawthorne,37.8207,-122.261,Enterprise Rent-A-Car,37.8193,-122.261,Rental Car Location
Hawthorne,37.8207,-122.261,Chipotle Mexican Grill,37.8192,-122.263,Mexican Restaurant
Hawthorne,37.8207,-122.261,CVS pharmacy,37.8182,-122.262,Pharmacy
Hawthorne,37.8207,-122.261,The Lodge,37.8233,-122.256,Bar
Hawthorne,37.8207,-122.261,Broadway Liquors,37.8174,-122.263,Liquor Store
Hawthorne,37.8207,-122.261,Starbucks,37.819,-122.262,Coffee Shop
Hawthorne,37.8207,-122.261,Grocery Outlet Bargain Market,37.8176,-122.262,Grocery Store
Hawthorne,37.8207,-122.261,Firestone Complete Auto Care,37.817,-122.263,Automotive Shop
Hawthorne,37.8207,-122.261,Doc's Classic,37.8174,-122.259,Food Truck
Hawthorne,37.8207,-122.261,Walgreens,37.8227,-122.266,Pharmacy
Hawthorne,37.8207,-122.261,Wells Fargo ATM,37.8175,-122.261,ATM
Hawthorne,37.8207,-122.261,kono food alley,37.8207,-122.267,Street Food Gathering
Hegenberger,37.7617,-122.188,Popeyes Louisiana Kitchen,37.7601,-122.189,Fried Chicken Joint
Hegenberger,37.7617,-122.188,A&W Restaurant,37.7597,-122.187,Fast Food Restaurant
Hegenberger,37.7617,-122.188,Lucky Dragon Cafe,37.7605,-122.189,Chinese Restaurant
Hegenberger,37.7617,-122.188,Sandy Nails,37.758,-122.185,Nail Salon
Highland,37.7982,-122.231,Quik Stop,37.7992,-122.229,Gas Station
Highland,37.7982,-122.231,Sky Market,37.7967,-122.233,Convenience Store
Highland,37.7982,-122.231,Mr Clean Cleaner,37.7954,-122.234,Home Service
Highland,37.7982,-122.231,California Chimney,37.799,-122.227,Home Service
Highland,37.7982,-122.231,Taqueria El Cruzero,37.8019,-122.231,Mexican Restaurant
Highland,37.7982,-122.231,Taqueria Mi Jalisco,37.802,-122.231,Mexican Restaurant
Highland Park,37.7977,-122.227,Ed's Liquors,37.7937,-122.226,Liquor Store
Highland Park,37.7977,-122.227,Quik Stop,37.7992,-122.229,Gas Station
Highland Park,37.7977,-122.227,AC Transit Bus #11,37.8005,-122.225,Bus Line
Highland Terrace,37.7926,-122.235,Kainbigan,37.794,-122.24,Filipino Restaurant
Highland Terrace,37.7926,-122.235,AC Transit #14 Bus stop #52152 @ 21st Ave,37.7908,-122.234,Bus Stop
Highland Terrace,37.7926,-122.235,Flipnsoul,37.7942,-122.24,Restaurant
Hiller Highlands,37.8533,-122.232,Highlands Country Club,37.8547,-122.229,Pool
Hiller Highlands,37.8533,-122.232,Grand View Drive Berkeley,37.8529,-122.228,Mountain
Holy Names University,37.8026,-122.187,Valley Center for the Performing Arts,37.8018,-122.187,College Theater
Holy Names University,37.8026,-122.187,Thomas Kuoh Photography,37.7995,-122.189,Photography Studio
Holy Names University,37.8026,-122.187,Spooky Mountain,37.8021,-122.192,Mountain
Holy Names University,37.8026,-122.187,Fairy Garden,37.8022,-122.192,Garden
Hoover-Foster,37.8213,-122.273,Spinning Dough,37.8201,-122.277,Pizza Place
Hoover-Foster,37.8213,-122.273,Stay Gold Delicatessen,37.8177,-122.276,Deli / Bodega
Hoover-Foster,37.8213,-122.273,Blk Girls Greenhouse,37.8223,-122.27,Flower Shop
Hoover-Foster,37.8213,-122.273,Freedom Farmers Market,37.8213,-122.276,Farmers Market
Hoover-Foster,37.8213,-122.273,Dimensional Outlet Furniture,37.8206,-122.277,Furniture / Home Store
Hoover-Foster,37.8213,-122.273,Red Buffalo,37.8206,-122.277,Wings Joint
Hoover-Foster,37.8213,-122.273,Bay Area Liquors And Market,37.8224,-122.277,Liquor Store
Hoover-Foster,37.8213,-122.273,Javi's Cooking Empanadas Argentinas,37.8253,-122.275,Empanada Restaurant
Iveywood,37.7422,-122.166,Goodwill,37.7393,-122.167,Thrift / Vintage Store
Iveywood,37.7422,-122.166,ampm,37.7443,-122.17,Convenience Store
Iveywood,37.7422,-122.166,Panaderia El Pueblo,37.7412,-122.168,Dessert Shop
Iveywood,37.7422,-122.166,KFC,37.7436,-122.17,Fried Chicken Joint
Iveywood,37.7422,-122.166,Crayton Plumbing,37.742,-122.162,Home Service
Iveywood,37.7422,-122.166,El Porteno,37.7458,-122.166,Food Truck
Iveywood,37.7422,-122.166,98th Ave & International Blvd,37.7443,-122.171,Intersection
Iveywood,37.7422,-122.166,Oakland Hood Cleaning,37.7464,-122.165,Home Service
Ivy Hill,37.7985,-122.25,Rooz Cafe,37.8,-122.25,Coffee Shop
Ivy Hill,37.7985,-122.25,Casa Vallarta Restaurant,37.7999,-122.25,Mexican Restaurant
Ivy Hill,37.7985,-122.25,Vegan Donut Gelato,37.7989,-122.251,Donut Shop
Ivy Hill,37.7985,-122.25,Woody's Café,37.7997,-122.25,Coffee Shop
Ivy Hill,37.7985,-122.25,Portal,37.7993,-122.254,Gastropub
Ivy Hill,37.7985,-122.25,Champa Garden,37.7982,-122.245,Thai Restaurant
Ivy Hill,37.7985,-122.25,Chai Thai Noodles,37.7951,-122.253,Thai Restaurant
Ivy Hill,37.7985,-122.25,Out of the Closet - Oakland,37.8002,-122.253,Thrift / Vintage Store
Ivy Hill,37.7985,-122.25,Woody's Laundromat,37.7997,-122.25,Laundromat
Ivy Hill,37.7985,-122.25,Tacos Sinaloa #2,37.7987,-122.248,Food Truck
Ivy Hill,37.7985,-122.25,Pho King,37.7946,-122.252,Vietnamese Restaurant
Ivy Hill,37.7985,-122.25,Baggy's by the Lake,37.7999,-122.252,Dive Bar
Ivy Hill,37.7985,-122.25,The Rockin' Crawfish,37.7991,-122.255,Cajun / Creole Restaurant
Ivy Hill,37.7985,-122.25,Parkway Lounge,37.7997,-122.25,Bar
Ivy Hill,37.7985,-122.25,Subway,37.7999,-122.252,Sandwich Place
Ivy Hill,37.7985,-122.25,L&S Super Burrito & Seafood,37.7995,-122.251,Mexican Restaurant
Ivy Hill,37.7985,-122.25,Lakeside Lounge,37.7996,-122.251,Lounge
Ivy Hill,37.7985,-122.25,Akat Cafe Kalli,37.7992,-122.255,Café
Ivy Hill,37.7985,-122.25,Dollar Tree,37.799,-122.25,Discount Store
Ivy Hill,37.7985,-122.25,East 18th Street Pier,37.8002,-122.254,Scenic Lookout
Ivy Hill,37.7985,-122.25,Phở Anh Dào,37.7999,-122.252,Vietnamese Restaurant
Ivy Hill,37.7985,-122.25,Walgreens,37.7991,-122.252,Pharmacy
Ivy Hill,37.7985,-122.25,7-Eleven,37.7957,-122.253,Convenience Store
Ivy Hill,37.7985,-122.25,Chase Bank,37.8001,-122.252,Bank
Ivy Hill,37.7985,-122.25,Lucky,37.7997,-122.253,Supermarket
Ivy Hill,37.7985,-122.25,Sybil's Liquors,37.7986,-122.249,Liquor Store
Ivy Hill,37.7985,-122.25,Lake Merritt Bird Party,37.8002,-122.253,Nature Preserve
Ivy Hill,37.7985,-122.25,Park Boulevard Plaza,37.8012,-122.247,Park
Ivy Hill,37.7985,-122.25,The Space Academy Studios,37.7993,-122.255,Music Venue
Ivy Hill,37.7985,-122.25,Wah Fay 8 Ave Corner Store,37.7969,-122.244,Deli / Bodega
Jack London Square,37.7958,-122.275,Jack London Square,37.7949,-122.276,Plaza
Jack London Square,37.7958,-122.275,Bicycle Coffee Co.,37.7954,-122.274,Coffee Shop
Jack London Square,37.7958,-122.275,Beer Revolution,37.7971,-122.276,Beer Garden
Jack London Square,37.7958,-122.275,Forge Pizza,37.7943,-122.276,Pizza Place
Jack London Square,37.7958,-122.275,Original Pattern Brewing Company,37.796,-122.272,Brewery
Jack London Square,37.7958,-122.275,Slainte (Sláinte),37.796,-122.276,Irish Pub
Jack London Square,37.7958,-122.275,Farmhouse Kitchen,37.7941,-122.275,Thai Restaurant
Jack London Square,37.7958,-122.275,Heinold's First & Last Chance,37.7938,-122.275,Dive Bar
Jack London Square,37.7958,-122.275,Souley Vegan,37.7969,-122.276,Vegetarian / Vegan Restaurant
Jack London Square,37.7958,-122.275,Merchant's Saloon,37.7955,-122.275,Dive Bar
Jack London Square,37.7958,-122.275,The Fat Lady Bar & Restaurant,37.7965,-122.278,American Restaurant
Jack London Square,37.7958,-122.275,Grocery Cafe,37.7947,-122.276,Burmese Restaurant
Jack London Square,37.7958,-122.275,Baia Pasta,37.7945,-122.277,Gourmet Shop
Jack London Square,37.7958,-122.275,Dyafa,37.7936,-122.274,Middle Eastern Restaurant
Jack London Square,37.7958,-122.275,Yoshi's Jazz Club & Japanese Restaurant,37.796,-122.278,Jazz Club
Jack London Square,37.7958,-122.275,BK ROOTS Fitness,37.7963,-122.272,Gym
Jack London Square,37.7958,-122.275,Ben's,37.7962,-122.274,Chinese Restaurant
Jack London Square,37.7958,-122.275,minimo,37.7967,-122.276,Wine Shop
Jack London Square,37.7958,-122.275,Oakland Crush,37.7965,-122.275,Wine Shop
Jack London Square,37.7958,-122.275,Oakland Supply Co.,37.7951,-122.272,Jewelry Store
Jack London Square,37.7958,-122.275,Oakland Grill,37.7965,-122.275,Diner
Jack London Square,37.7958,-122.275,Buttercup Grill,37.7967,-122.276,Diner
Jack London Square,37.7958,-122.275,Everett & Jones Barbeque,37.796,-122.276,BBQ Joint
Jack London Square,37.7958,-122.275,Cost Plus World Market,37.797,-122.28,Furniture / Home Store
Jack London Square,37.7958,-122.275,Rosenblum Cellars,37.7953,-122.279,Wine Shop
Jack London Square,37.7958,-122.275,Ben & Jerry's,37.7958,-122.278,Ice Cream Shop
Jack London Square,37.7958,-122.275,Oakland Metro Opera House,37.7971,-122.278,Opera House
Jack London Square,37.7958,-122.275,BevMo!,37.7959,-122.279,Liquor Store
Jack London Square,37.7958,-122.275,Home of Chicken and Waffles,37.7953,-122.277,Southern / Soul Food Restaurant
Jack London Square,37.7958,-122.275,Chop Bar,37.7951,-122.269,New American Restaurant
Jack London Square,37.7958,-122.275,Scott's Seafood Grill & Bar,37.7942,-122.277,Seafood Restaurant
Jack London Square,37.7958,-122.275,Crooked City Cider Tap House,37.7964,-122.276,Bar
Jack London Square,37.7958,-122.275,Kam Land Bakery,37.7989,-122.272,Bakery
Jack London Square,37.7958,-122.275,Belcampo,37.7941,-122.275,American Restaurant
Jack London Square,37.7958,-122.275,Federation Brewing,37.7966,-122.275,Brewery
Jack London Square,37.7958,-122.275,Starbucks,37.7961,-122.276,Coffee Shop
Jack London Square,37.7958,-122.275,Regal Jack London,37.7961,-122.278,Movie Theater
Jack London Square,37.7958,-122.275,Independent Brewing Company,37.7964,-122.271,Brewery
Jack London Square,37.7958,-122.275,Layonna Vegetarian Health Food,37.7999,-122.274,Grocery Store
Jack London Square,37.7958,-122.275,Gyu-Kaku Japanese BBQ,37.8002,-122.274,Japanese Restaurant
Jack London Square,37.7958,-122.275,Jack London's Cabin,37.7939,-122.275,Historic Site
Jack London Square,37.7958,-122.275,Tiger’s Taproom,37.7944,-122.27,Beer Bar
Jack London Square,37.7958,-122.275,Ruby King Bakery,37.7995,-122.273,Bakery
Jack London Square,37.7958,-122.275,Imperial Soup,37.799,-122.272,Noodle House
Jack London Square,37.7958,-122.275,Jack London Square Public Path,37.7959,-122.278,Trail
