Vecindario,Vecindario Latitude,Vecindario Longitude,Lugar,Lugar Latitude,Lugar Longitude,Categoria Lugar
Lower Bottoms,37.8104,-122.299,Coinmata,37.807,-122.301,ATM
Lower Bottoms,37.8104,-122.299,Fortune Cookie,37.8067,-122.301,Chinese Restaurant
Lower Bottoms,37.8104,-122.299,Esther's Breakfast Club,37.8071,-122.302,Food
Lower Bottoms,37.8104,-122.299,State Discount Store,37.8112,-122.294,Food
Lower Dimond,37.8039,-122.216,Grand Lake Kitchen,37.8009,-122.217,Restaurant
Lower Dimond,37.8039,-122.216,Taqueria Los Comales,37.8005,-122.217,Burrito Place
Lower Dimond,37.8039,-122.216,Flavor Brigade,37.801,-122.216,Ice Cream Shop
Lower Dimond,37.8039,-122.216,Lion's Pool,37.8059,-122.216,Pool
Lower Dimond,37.8039,-122.216,Dimond Slice,37.8004,-122.216,Pizza Place
Lower Dimond,37.8039,-122.216,La Farine Boulangerie Patisserie,37.7994,-122.216,Bakery
Lower Dimond,37.8039,-122.216,Paws and Claws,37.8002,-122.217,Pet Store
Lower Dimond,37.8039,-122.216,Southern Cafe,37.8011,-122.218,Southern / Soul Food Restaurant
Lower Dimond,37.8039,-122.216,Dimond Park,37.804,-122.216,Park
Lower Dimond,37.8039,-122.216,Cafe Umami,37.8003,-122.216,Café
Lower Dimond,37.8039,-122.216,"Hive, the place to bee",37.8003,-122.216,Coffee Shop
Lower Dimond,37.8039,-122.216,Oaklandish,37.7997,-122.217,Clothing Store
Lower Dimond,37.8039,-122.216,Dimond Cafe,37.7998,-122.216,Café
Lower Dimond,37.8039,-122.216,Sausal Creek Trail,37.8076,-122.216,Trail
Lower Dimond,37.8039,-122.216,Farmer Joe’s,37.7995,-122.216,Grocery Store
Lower Dimond,37.8039,-122.216,Ly Luck,37.8009,-122.216,Chinese Restaurant
Lower Dimond,37.8039,-122.216,Starbucks,37.8013,-122.215,Coffee Shop
Lower Dimond,37.8039,-122.216,Flower Lounge Restaurant,37.8007,-122.218,Chinese Restaurant
Lower Dimond,37.8039,-122.216,Little Caesars Pizza,37.8003,-122.216,Pizza Place
Lower Dimond,37.8039,-122.216,Subway,37.7995,-122.217,Sandwich Place
Lower Dimond,37.8039,-122.216,Shaan Indian Cuisine,37.7999,-122.216,Indian Restaurant
Lower Dimond,37.8039,-122.216,Quarter Pound Giant Burgers,37.8005,-122.218,Burger Joint
Lower Dimond,37.8039,-122.216,Chase Bank,37.7999,-122.216,Bank
Lower Dimond,37.8039,-122.216,Safeway,37.8013,-122.215,Grocery Store
Lower Dimond,37.8039,-122.216,Taqueria Ole Ole,37.8004,-122.216,Mexican Restaurant
Lynn,37.8136,-122.247,The Star,37.8143,-122.247,Pizza Place
Lynn,37.8136,-122.247,Ordinaire,37.8136,-122.247,Wine Bar
Lynn,37.8136,-122.247,Almond & Oak,37.813,-122.247,American Restaurant
Lynn,37.8136,-122.247,Walden Pond Books,37.813,-122.247,Bookstore
Lynn,37.8136,-122.247,Grand Lake Theater,37.8114,-122.248,Movie Theater
Lynn,37.8136,-122.247,Sister,37.8128,-122.247,Pizza Place
Lynn,37.8136,-122.247,Modigliani Cafe,37.8117,-122.248,Café
Lynn,37.8136,-122.247,The Libertine,37.8132,-122.247,Dive Bar
Lynn,37.8136,-122.247,All About Nails,37.8152,-122.246,Nail Salon
Lynn,37.8136,-122.247,Cafe Romanat,37.812,-122.248,Ethiopian Restaurant
Lynn,37.8136,-122.247,Grand Lake Farmers Market,37.8104,-122.248,Farmers Market
Lynn,37.8136,-122.247,Arizmendi Bakery,37.8107,-122.245,Bakery
Lynn,37.8136,-122.247,Cat House!,37.8107,-122.245,Lounge
Lynn,37.8136,-122.247,Oak Common,37.8122,-122.248,Clothing Store
Lynn,37.8136,-122.247,La Parisienne,37.8125,-122.247,Bakery
Lynn,37.8136,-122.247,Rico Rico,37.8102,-122.246,Mexican Restaurant
Lynn,37.8136,-122.247,CorePower Yoga,37.8127,-122.247,Yoga Studio
Lynn,37.8136,-122.247,Heart & Dagger Saloon,37.8105,-122.247,Dive Bar
Lynn,37.8136,-122.247,Holy Land Restaurant,37.8105,-122.246,Falafel Restaurant
Lynn,37.8136,-122.247,Grand Tavern,37.8151,-122.246,Gastropub
Lynn,37.8136,-122.247,"Lake Merritt Neighborhood, Oakland",37.8161,-122.244,Speakeasy
Lynn,37.8136,-122.247,Shakewell,37.8112,-122.243,Mediterranean Restaurant
Lynn,37.8136,-122.247,Urban Indigo,37.811,-122.244,Gift Shop
Lynn,37.8136,-122.247,Left Coast Power Yoga,37.8164,-122.245,Yoga Studio
Lynn,37.8136,-122.247,Vegan Mob,37.8104,-122.247,Vegetarian / Vegan Restaurant
Lynn,37.8136,-122.247,The Alley,37.8131,-122.247,Dive Bar
Lynn,37.8136,-122.247,Colonial Donuts,37.8108,-122.244,Donut Shop
Lynn,37.8136,-122.247,Lin Jia,37.8116,-122.242,Asian Restaurant
Lynn,37.8136,-122.247,Bardo,37.8111,-122.243,Lounge
Lynn,37.8136,-122.247,Bicycle Coffee Co.,37.811,-122.248,Coffee Shop
Lynn,37.8136,-122.247,The Bar Method,37.8106,-122.244,Gym / Fitness Center
Lynn,37.8136,-122.247,Good Vibrations Lakeshore,37.8103,-122.246,Adult Boutique
Lynn,37.8136,-122.247,Trader Joe's,37.8098,-122.244,Grocery Store
Lynn,37.8136,-122.247,Hipline Studio,37.8102,-122.244,Gym / Fitness Center
Lynn,37.8136,-122.247,Unleashed by Petco,37.8106,-122.244,Pet Store
Lynn,37.8136,-122.247,Caña,37.8103,-122.247,Caribbean Restaurant
Lynn,37.8136,-122.247,Namaste Yoga + Wellness,37.8105,-122.245,Yoga Studio
Lynn,37.8136,-122.247,Merritt Station Coffee & Juice Co,37.8096,-122.249,Café
Lynn,37.8136,-122.247,Flipside,37.8112,-122.243,Burger Joint
Lynn,37.8136,-122.247,Grand Oaks Restaurant,37.8164,-122.246,Bar
Lynn,37.8136,-122.247,Main Squeeze,37.8115,-122.242,Juice Bar
Lynn,37.8136,-122.247,Safeway,37.8173,-122.245,Grocery Store
Lynn,37.8136,-122.247,Oakland-East Bay Gay Men's Chorus,37.812,-122.242,Music Venue
Maxwell Park,37.7814,-122.2,Pyramids Restaurant & Grill,37.7845,-122.2,Breakfast Spot
Maxwell Park,37.7814,-122.2,Maxwell Park Youth Mosaic Celebration,37.7815,-122.2,Playground
Maxwell Park,37.7814,-122.2,Brookdale Park,37.7821,-122.204,Park
Maxwell Park,37.7814,-122.2,I AM Auto Care,37.7819,-122.204,Auto Workshop
McClymonds,37.8189,-122.28,Stay Gold Delicatessen,37.8177,-122.276,Deli / Bodega
McClymonds,37.8189,-122.28,Spinning Dough,37.8201,-122.277,Pizza Place
McClymonds,37.8189,-122.28,Soba Ichi,37.817,-122.285,Soba Restaurant
McClymonds,37.8189,-122.28,Tamales La Oaxaqueña,37.8177,-122.277,Mexican Restaurant
McClymonds,37.8189,-122.28,First Church of the Buzzard,37.8191,-122.283,Dive Bar
McClymonds,37.8189,-122.28,"AC Transit stop #59996 (72, 72M, 72R, 802)",37.8197,-122.276,Bus Stop
McClymonds,37.8189,-122.28,Brother's Kitchen and Catering,37.8213,-122.277,Southern / Soul Food Restaurant
McClymonds,37.8189,-122.28,Freedom Farmers Market,37.8213,-122.276,Farmers Market
McClymonds,37.8189,-122.28,magnolia editions,37.8183,-122.285,Arts & Crafts Store
McClymonds,37.8189,-122.28,Ivy Moon Restaurant,37.8217,-122.276,Southern / Soul Food Restaurant
McClymonds,37.8189,-122.28,Allstars Donut & Burger,37.8147,-122.278,Chinese Restaurant
Meadow Brook,37.8339,-122.229,Piedmont Coaches Field,37.8313,-122.229,Baseball Field
Meadow Brook,37.8339,-122.229,Top of Cherry Blossom Hill,37.8355,-122.232,Scenic Lookout
Meadow Brook,37.8339,-122.229,Kennelly Skate Park,37.8308,-122.229,Skate Park
Meadow Brook,37.8339,-122.229,St Theresa Gym,37.8373,-122.232,Gym
Meadow Brook,37.8339,-122.229,Michelle Bello Fine Art,37.8306,-122.233,Art Gallery
Meadow Brook,37.8339,-122.229,Upper Edwards,37.832,-122.235,Lake
Melrose,37.7686,-122.213,El Paisa,37.7708,-122.211,Taco Place
Melrose,37.7686,-122.213,Tortas Ahogadas Mi Barrio,37.7701,-122.211,Mexican Restaurant
Melrose,37.7686,-122.213,Vulcan Studios,37.7694,-122.216,Yoga Studio
Melrose,37.7686,-122.213,Lena's Soul Food Cafe,37.7729,-122.214,Southern / Soul Food Restaurant
Melrose,37.7686,-122.213,Santo Coyote,37.77,-122.209,Mexican Restaurant
Melrose,37.7686,-122.213,Vulcan Thai Cafe,37.7692,-122.216,Thai Restaurant
Melrose,37.7686,-122.213,Church's Chicken,37.773,-122.214,Fried Chicken Joint
Melrose,37.7686,-122.213,Dutch Boy Studios,37.7674,-122.214,Art Gallery
Melrose,37.7686,-122.213,Coliseum To Montgomery BART,37.7681,-122.214,Light Rail Station
Melrose,37.7686,-122.213,East Bay Pump & Equipment,37.7683,-122.211,Construction & Landscaping
Melrose,37.7686,-122.213,The Rose Girls Florist,37.7663,-122.213,Flower Shop
Melrose,37.7686,-122.213,Kelly-Moore Paints,37.7695,-122.209,Paintball Field
Melrose,37.7686,-122.213,Poor Honey's Used Furniture,37.7711,-122.218,Furniture / Home Store
Melrose Heights,37.7734,-122.201,Mc Donald's (E14th & 62sd),37.7737,-122.202,Fast Food Restaurant
Melrose Heights,37.7734,-122.201,Romo’s Caffe,37.7716,-122.201,Coffee Shop
Melrose Heights,37.7734,-122.201,Simpson's BBQ Restaurant,37.7728,-122.202,BBQ Joint
Melrose Heights,37.7734,-122.201,Luis Coffee Shop,37.772,-122.201,Coffee Shop
Melrose Heights,37.7734,-122.201,Islers Liquors,37.7727,-122.201,Liquor Store
Melrose Heights,37.7734,-122.201,Flux 53,37.7727,-122.201,Theater
Melrose Heights,37.7734,-122.201,Fairfax Liquors,37.7723,-122.198,Liquor Store
Merriewood,37.8369,-122.212,7-Eleven,37.8347,-122.212,Convenience Store
Merriewood,37.8369,-122.212,Thornhill Coffee House,37.8349,-122.212,Coffee Shop
Merriewood,37.8369,-122.212,Thornhill Salon,37.8348,-122.212,Spa
Merriewood,37.8369,-122.212,Gruber's Gourmet Deli,37.8346,-122.212,Deli / Bodega
Merriewood,37.8369,-122.212,Taps And Takeout,37.8346,-122.212,Deli / Bodega
Merritt,37.7972,-122.255,Tacos Mi Rancho,37.7989,-122.257,Food Truck
Merritt,37.7972,-122.255,Phở Vy Vietnamese Cuisine,37.7963,-122.255,Vietnamese Restaurant
Merritt,37.7972,-122.255,Portal,37.7993,-122.254,Gastropub
Merritt,37.7972,-122.255,Chai Thai Noodles,37.7951,-122.253,Thai Restaurant
Merritt,37.7972,-122.255,Dà Nang Quán,37.7941,-122.254,Vietnamese Restaurant
Merritt,37.7972,-122.255,The Rockin' Crawfish,37.7991,-122.255,Cajun / Creole Restaurant
Merritt,37.7972,-122.255,Happy Valley's,37.7958,-122.255,Chinese Restaurant
Merritt,37.7972,-122.255,Pho King,37.7946,-122.252,Vietnamese Restaurant
Merritt,37.7972,-122.255,Thanh Ky Restaurant,37.7936,-122.253,Asian Restaurant
Merritt,37.7972,-122.255,Phở Gá Hủỏng Quê Cafe,37.7938,-122.253,Vietnamese Restaurant
Merritt,37.7972,-122.255,Out of the Closet - Oakland,37.8002,-122.253,Thrift / Vintage Store
Merritt,37.7972,-122.255,Vegan Donut Gelato,37.7989,-122.251,Donut Shop
Merritt,37.7972,-122.255,Akat Cafe Kalli,37.7992,-122.255,Café
Merritt,37.7972,-122.255,Cam Huong Cafe,37.7942,-122.252,Asian Restaurant
Merritt,37.7972,-122.255,Quickly 快可立,37.7942,-122.254,Bubble Tea Shop
Merritt,37.7972,-122.255,Lee's Sandwiches,37.7948,-122.254,Sandwich Place
Merritt,37.7972,-122.255,Baggy's by the Lake,37.7999,-122.252,Dive Bar
Merritt,37.7972,-122.255,Subway,37.7999,-122.252,Sandwich Place
Merritt,37.7972,-122.255,L&S Super Burrito & Seafood,37.7995,-122.251,Mexican Restaurant
Merritt,37.7972,-122.255,East 18th Street Pier,37.8002,-122.254,Scenic Lookout
Merritt,37.7972,-122.255,Lakeside Lounge,37.7996,-122.251,Lounge
Merritt,37.7972,-122.255,7-Eleven,37.7957,-122.253,Convenience Store
Merritt,37.7972,-122.255,Dollar Tree,37.799,-122.25,Discount Store
Merritt,37.7972,-122.255,La Estrellita Cafe & Bar,37.7952,-122.255,Mexican Restaurant
Merritt,37.7972,-122.255,Americas Best Value Inn Oakland Lake Merritt,37.7979,-122.258,Hotel
Merritt,37.7972,-122.255,Regency Tower,37.7963,-122.257,Building
Merritt,37.7972,-122.255,Pho Hoa Lao,37.7939,-122.252,Vietnamese Restaurant
Merritt,37.7972,-122.255,Walgreens,37.7991,-122.252,Pharmacy
Merritt,37.7972,-122.255,Rainbow Cafe,37.794,-122.252,Chinese Restaurant
Merritt,37.7972,-122.255,Lucky,37.7997,-122.253,Supermarket
Merritt,37.7972,-122.255,Phở Anh Dào,37.7999,-122.252,Vietnamese Restaurant
Merritt,37.7972,-122.255,Sun Hop Fat Supermarket,37.7949,-122.255,Supermarket
Merritt,37.7972,-122.255,Chase Bank,37.8001,-122.252,Bank
Merritt,37.7972,-122.255,Lake Merritt Bird Party,37.8002,-122.253,Nature Preserve
Merritt,37.7972,-122.255,Athol Plaza Tennis Court,37.8004,-122.253,Tennis Court
Merritt,37.7972,-122.255,Nappy or Not Inc,37.7987,-122.251,Salon / Barbershop
Merritt,37.7972,-122.255,Lake Merritt Pizza,37.7997,-122.252,Pizza Place
Merritt,37.7972,-122.255,iYogurt,37.7942,-122.252,Dessert Shop
Merritt,37.7972,-122.255,Anh Hong,37.794,-122.252,Vietnamese Restaurant
Merritt,37.7972,-122.255,Washtime Coin Laundry,37.7997,-122.251,Laundromat
Merritt,37.7972,-122.255,Best Dim Sum & Pastry,37.7933,-122.253,Dim Sum Restaurant
Mills College,37.7798,-122.184,Trefethen Aquatic Center at Mills College,37.7831,-122.185,Pool
Mills College,37.7798,-122.184,Mills College Art Museum,37.7833,-122.182,Art Museum
Mills College,37.7798,-122.184,Charlies Las Palmas,37.7761,-122.183,Seafood Restaurant
Mills College,37.7798,-122.184,That Takes the Cake,37.7757,-122.185,Cupcake Shop
Mills College,37.7798,-122.184,Mill's Hoagie Shop,37.7767,-122.183,Sandwich Place
Mills College,37.7798,-122.184,Tea Shop,37.7809,-122.182,Tea Room
Mills College,37.7798,-122.184,Music Bldg Ensemble Room,37.7813,-122.184,Music Venue
Mills College,37.7798,-122.184,Littlefield Concert Hall,37.7816,-122.185,Concert Hall
Mills College,37.7798,-122.184,Mail & Copy Center,37.7811,-122.181,Print Shop
Mills College,37.7798,-122.184,NX3 Stop Seminary/MacArthur,37.7767,-122.184,Bus Stop
Mills College,37.7798,-122.184,Loard's Ice Cream & Candy,37.7763,-122.183,Ice Cream Shop
Mills College,37.7798,-122.184,Mills Food and Liquor,37.776,-122.184,Liquor Store
Mills College,37.7798,-122.184,JJ Fish & Chicken,37.7758,-122.183,Fish & Chips Shop
Mills College,37.7798,-122.184,Mills College Soccer Field,37.7837,-122.186,Soccer Field
Mills College,37.7798,-122.184,Sugarsweet,37.7756,-122.185,Bakery
Millsmont,37.7754,-122.179,Old Weang Ping,37.7747,-122.181,Thai Restaurant
Millsmont,37.7754,-122.179,Charlies Las Palmas,37.7761,-122.183,Seafood Restaurant
Millsmont,37.7754,-122.179,Mill's Hoagie Shop,37.7767,-122.183,Sandwich Place
Millsmont,37.7754,-122.179,JJ Fish & Chicken,37.7758,-122.183,Fish & Chips Shop
Millsmont,37.7754,-122.179,Loard's Ice Cream & Candy,37.7763,-122.183,Ice Cream Shop
Millsmont,37.7754,-122.179,NX3 Stop Seminary/MacArthur,37.7767,-122.184,Bus Stop
Montclair,37.8268,-122.21,Daughter Thai,37.8269,-122.21,Thai Restaurant
Montclair,37.8268,-122.21,Montclair Farmers Market,37.8265,-122.21,Farmers Market
Montclair,37.8268,-122.21,Simply Gorgeous Day Spa,37.8262,-122.209,Spa
Montclair,37.8268,-122.21,Fifth Quarter Charcuterie,37.8266,-122.211,Butcher
Montclair,37.8268,-122.21,Farmstead Cheeses and Wines,37.8268,-122.209,Wine Shop
Montclair,37.8268,-122.21,Brittany Crepes & Galettes,37.8268,-122.21,French Restaurant
Montclair,37.8268,-122.21,Sophie's Cuppa Tea,37.826,-122.209,Tea Room
Montclair,37.8268,-122.21,A Great Good Place for Books,37.8264,-122.21,Bookstore
Montclair,37.8268,-122.21,CVS pharmacy,37.8273,-122.21,Pharmacy
Montclair,37.8268,-122.21,Montclair Egg Shop,37.8271,-122.21,Breakfast Spot
Montclair,37.8268,-122.21,House Of Bagels,37.8262,-122.21,Bagel Shop
Montclair,37.8268,-122.21,Phoenix Rising Salon & Day Spa,37.8272,-122.211,Cosmetics Shop
Montclair,37.8268,-122.21,Montclair Park,37.8294,-122.212,Playground
Montclair,37.8268,-122.21,CRUfit,37.8272,-122.211,Gym / Fitness Center
Montclair,37.8268,-122.21,Pet Food Express,37.8234,-122.207,Pet Store
Montclair,37.8268,-122.21,Starbucks,37.8259,-122.209,Coffee Shop
Montclair,37.8268,-122.21,Colonial Donuts,37.8265,-122.21,Donut Shop
Montclair,37.8268,-122.21,Rite Aid,37.8273,-122.211,Pharmacy
Montclair,37.8268,-122.21,Crogan's Montclair,37.8264,-122.21,American Restaurant
Montclair,37.8268,-122.21,Perle,37.8262,-122.209,French Restaurant
Montclair,37.8268,-122.21,Grinders Submarine Sandwiches,37.8262,-122.209,Sandwich Place
Montclair,37.8268,-122.21,Taqueria Las Comadres,37.8259,-122.21,Mexican Restaurant
Montclair,37.8268,-122.21,Camber,37.826,-122.21,Asian Restaurant
Montclair,37.8268,-122.21,Yogofina Frozen Yogurt,37.8273,-122.21,Frozen Yogurt Shop
Montclair,37.8268,-122.21,Pizza Rustica,37.8263,-122.21,Pizza Place
Montclair,37.8268,-122.21,Bank of the West,37.8269,-122.21,Bank
Montclair,37.8268,-122.21,El Agavero Mexican Restaurant & Bar,37.8262,-122.209,Mexican Restaurant
Montclair,37.8268,-122.21,Mountain Mike's Pizza,37.8269,-122.21,Pizza Place
Montclair,37.8268,-122.21,U.S. Bank ATM,37.8275,-122.21,ATM
Montclair,37.8268,-122.21,The UPS Store,37.8261,-122.21,Shipping Store
Montclair,37.8268,-122.21,Peet's Coffee & Tea,37.8263,-122.209,Coffee Shop
Montclair,37.8268,-122.21,Kakui Sushi,37.8264,-122.209,Sushi Restaurant
Montclair,37.8268,-122.21,Flipper's Gourmet Burgers,37.8264,-122.209,Burger Joint
Montclair,37.8268,-122.21,Chase Bank,37.8265,-122.21,Bank
Montclair,37.8268,-122.21,Oni Sushi,37.8262,-122.21,Sushi Restaurant
Montclair,37.8268,-122.21,Kouzina,37.8263,-122.209,Greek Restaurant
Montclair,37.8268,-122.21,Wells Fargo Bank,37.8236,-122.207,Bank
Montclair,37.8268,-122.21,Noah's Bagels,37.8265,-122.209,Bagel Shop
Montclair,37.8268,-122.21,Subway,37.8258,-122.21,Sandwich Place
Montclair,37.8268,-122.21,Lucky,37.8275,-122.211,Supermarket
Montclair,37.8268,-122.21,Pagarung Thai Cuisine,37.8258,-122.209,Thai Restaurant
Montclair,37.8268,-122.21,Cybelle's Pizza,37.8265,-122.211,Pizza Place
Montclair,37.8268,-122.21,Nelly's Organic Java,37.8282,-122.211,Coffee Shop
Montclair,37.8268,-122.21,McCaulou's,37.8272,-122.21,Clothing Store
Montclair,37.8268,-122.21,Madison,37.8271,-122.21,Arts & Crafts Store
Montclair,37.8268,-122.21,The Tulip Grove,37.8262,-122.209,Kids Store
Montclair,37.8268,-122.21,Hallmark,37.8278,-122.21,Gift Shop
Montclair,37.8268,-122.21,Isabella Nail Bar,37.8279,-122.21,Nail Salon
Montclair,37.8268,-122.21,Pelago,37.8272,-122.21,Gift Shop
Montclair,37.8268,-122.21,Montclair Sports,37.828,-122.211,Sporting Goods Shop
Montclair,37.8268,-122.21,Amber's Essential Touch,37.8281,-122.211,Spa
Montclair,37.8268,-122.21,Lao Tae,37.826,-122.21,Asian Restaurant
Montclair,37.8268,-122.21,The Book Tree,37.8268,-122.21,Bookstore
Montclair,37.8268,-122.21,Italian Colors,37.8235,-122.207,Italian Restaurant
Montclair,37.8268,-122.21,Sola Lucy,37.8235,-122.207,Women's Store
Montclair,37.8268,-122.21,Batch Pastries,37.8235,-122.207,Bakery
Montclair,37.8268,-122.21,The Full Plate,37.8235,-122.207,Restaurant
Montclair,37.8268,-122.21,Han martial Arts,37.8235,-122.207,Martial Arts School
Montclair,37.8268,-122.21,Montclair Baking,37.8235,-122.207,Bakery
Montclair Village,37.8265,-122.21,Daughter Thai,37.8269,-122.21,Thai Restaurant
Montclair Village,37.8265,-122.21,Montclair Farmers Market,37.8265,-122.21,Farmers Market
Montclair Village,37.8265,-122.21,Simply Gorgeous Day Spa,37.8262,-122.209,Spa
Montclair Village,37.8265,-122.21,Fifth Quarter Charcuterie,37.8266,-122.211,Butcher
Montclair Village,37.8265,-122.21,Farmstead Cheeses and Wines,37.8268,-122.209,Wine Shop
Montclair Village,37.8265,-122.21,Brittany Crepes & Galettes,37.8268,-122.21,French Restaurant
Montclair Village,37.8265,-122.21,Sophie's Cuppa Tea,37.826,-122.209,Tea Room
Montclair Village,37.8265,-122.21,A Great Good Place for Books,37.8264,-122.21,Bookstore
Montclair Village,37.8265,-122.21,CVS pharmacy,37.8273,-122.21,Pharmacy
Montclair Village,37.8265,-122.21,Montclair Egg Shop,37.8271,-122.21,Breakfast Spot
Montclair Village,37.8265,-122.21,House Of Bagels,37.8262,-122.21,Bagel Shop
Montclair Village,37.8265,-122.21,Phoenix Rising Salon & Day Spa,37.8272,-122.211,Cosmetics Shop
Montclair Village,37.8265,-122.21,Montclair Park,37.8294,-122.212,Playground
Montclair Village,37.8265,-122.21,CRUfit,37.8272,-122.211,Gym / Fitness Center
Montclair Village,37.8265,-122.21,Pet Food Express,37.8234,-122.207,Pet Store
Montclair Village,37.8265,-122.21,Starbucks,37.8259,-122.209,Coffee Shop
Montclair Village,37.8265,-122.21,Colonial Donuts,37.8265,-122.21,Donut Shop
Montclair Village,37.8265,-122.21,Rite Aid,37.8273,-122.211,Pharmacy
Montclair Village,37.8265,-122.21,Crogan's Montclair,37.8264,-122.21,American Restaurant
Montclair Village,37.8265,-122.21,Perle,37.8262,-122.209,French Restaurant
Montclair Village,37.8265,-122.21,Grinders Submarine Sandwiches,37.8262,-122.209,Sandwich Place
Montclair Village,37.8265,-122.21,Taqueria Las Comadres,37.8259,-122.21,Mexican Restaurant
Montclair Village,37.8265,-122.21,Camber,37.826,-122.21,Asian Restaurant
Montclair Village,37.8265,-122.21,Yogofina Frozen Yogurt,37.8273,-122.21,Frozen Yogurt Shop
Montclair Village,37.8265,-122.21,Pizza Rustica,37.8263,-122.21,Pizza Place
Montclair Village,37.8265,-122.21,Bank of the West,37.8269,-122.21,Bank
Montclair Village,37.8265,-122.21,El Agavero Mexican Restaurant & Bar,37.8262,-122.209,Mexican Restaurant
Montclair Village,37.8265,-122.21,Mountain Mike's Pizza,37.8269,-122.21,Pizza Place
Montclair Village,37.8265,-122.21,U.S. Bank ATM,37.8275,-122.21,ATM
Montclair Village,37.8265,-122.21,The UPS Store,37.8261,-122.21,Shipping Store
Montclair Village,37.8265,-122.21,Peet's Coffee & Tea,37.8263,-122.209,Coffee Shop
Montclair Village,37.8265,-122.21,Kakui Sushi,37.8264,-122.209,Sushi Restaurant
Montclair Village,37.8265,-122.21,Flipper's Gourmet Burgers,37.8264,-122.209,Burger Joint
Montclair Village,37.8265,-122.21,Chase Bank,37.8265,-122.21,Bank
Montclair Village,37.8265,-122.21,Oni Sushi,37.8262,-122.21,Sushi Restaurant
Montclair Village,37.8265,-122.21,Wells Fargo Bank,37.8236,-122.207,Bank
Montclair Village,37.8265,-122.21,Kouzina,37.8263,-122.209,Greek Restaurant
Montclair Village,37.8265,-122.21,Noah's Bagels,37.8265,-122.209,Bagel Shop
Montclair Village,37.8265,-122.21,Subway,37.8258,-122.21,Sandwich Place
Montclair Village,37.8265,-122.21,Lucky,37.8275,-122.211,Supermarket
Montclair Village,37.8265,-122.21,Pagarung Thai Cuisine,37.8258,-122.209,Thai Restaurant
Montclair Village,37.8265,-122.21,Cybelle's Pizza,37.8265,-122.211,Pizza Place
Montclair Village,37.8265,-122.21,Nelly's Organic Java,37.8282,-122.211,Coffee Shop
Montclair Village,37.8265,-122.21,McCaulou's,37.8272,-122.21,Clothing Store
Montclair Village,37.8265,-122.21,Madison,37.8271,-122.21,Arts & Crafts Store
Montclair Village,37.8265,-122.21,The Tulip Grove,37.8262,-122.209,Kids Store
Montclair Village,37.8265,-122.21,Hallmark,37.8278,-122.21,Gift Shop
Montclair Village,37.8265,-122.21,Isabella Nail Bar,37.8279,-122.21,Nail Salon
Montclair Village,37.8265,-122.21,Pelago,37.8272,-122.21,Gift Shop
Montclair Village,37.8265,-122.21,Montclair Sports,37.828,-122.211,Sporting Goods Shop
Montclair Village,37.8265,-122.21,Amber's Essential Touch,37.8281,-122.211,Spa
Montclair Village,37.8265,-122.21,Lao Tae,37.826,-122.21,Asian Restaurant
Montclair Village,37.8265,-122.21,The Book Tree,37.8268,-122.21,Bookstore
Montclair Village,37.8265,-122.21,Italian Colors,37.8235,-122.207,Italian Restaurant
Montclair Village,37.8265,-122.21,Sola Lucy,37.8235,-122.207,Women's Store
Montclair Village,37.8265,-122.21,Batch Pastries,37.8235,-122.207,Bakery
Montclair Village,37.8265,-122.21,The Full Plate,37.8235,-122.207,Restaurant
Montclair Village,37.8265,-122.21,Montclair Baking,37.8235,-122.207,Bakery
Montclair Village,37.8265,-122.21,Han martial Arts,37.8235,-122.207,Martial Arts School
Mosswood,37.8246,-122.264,Mosswood Park & Recreation Center,37.8236,-122.261,Park
Mosswood,37.8246,-122.264,Beauty's Bagel Shop,37.8278,-122.265,Bagel Shop
Mosswood,37.8246,-122.264,Seoul Gom Tang,37.8268,-122.265,Korean Restaurant
Mosswood,37.8246,-122.264,Kang Tong Degi,37.8255,-122.265,Korean Restaurant
Mosswood,37.8246,-122.264,Museum of Art and Digital Entertainment,37.8219,-122.26,Arcade
Mosswood,37.8246,-122.264,Pacific Ring Sports,37.8289,-122.264,Martial Arts School
Mosswood,37.8246,-122.264,Judoku Sushi,37.821,-122.261,Sushi Restaurant
Mosswood,37.8246,-122.264,A Taste of Denmark Bakery,37.8227,-122.266,Bakery
Mosswood,37.8246,-122.264,Phat Matt's BBQ,37.8228,-122.266,BBQ Joint
Mosswood,37.8246,-122.264,Kaiser Permanente Medical Building,37.825,-122.259,Medical Center
Mosswood,37.8246,-122.264,Walgreens,37.8227,-122.266,Pharmacy
Mosswood,37.8246,-122.264,Lucky Florist,37.8263,-122.266,Flower Shop
Mosswood,37.8246,-122.264,Caltrans Bay Bridge Bike Shuttle (Oakland),37.8283,-122.266,Bus Station
Mosswood,37.8246,-122.264,Emeryville Go-Round Shellmound - Powell (Purple Line),37.8287,-122.266,Bus Line
Mosswood,37.8246,-122.264,kono food alley,37.8207,-122.267,Street Food Gathering
Mountain View Cemetery,37.8351,-122.234,The Circle,37.8343,-122.236,Scenic Lookout
Mountain View Cemetery,37.8351,-122.234,St Theresa Gym,37.8373,-122.232,Gym
Mountain View Cemetery,37.8351,-122.234,Mac Dre Grave,37.8359,-122.237,Historic Site
Northgate,37.8163,-122.268,The Double Standard,37.8142,-122.268,Cocktail Bar
Northgate,37.8163,-122.268,Dan Sung Sa,37.8172,-122.268,Korean Restaurant
